NAME,Description,Location
Global Variome shared LOVD (LSDB),"A platform that enables sharing and integration of genetic variant data across different databases and research groups, fostering collaboration and data harmonization.",https://databases.lovd.nl/shared/
Human Gene Mutation Database (HGMD),"A curated database of disease-causing mutations in human genes, providing information on the molecular basis of inherited diseases.",https://portal.biobase-international.com/hgmd/pro/start.php
Human Gene Mutation Database (HGMD),"is a comprehensive repository of known disease-causing mutations in human genes, providing valuable information for genetic research and clinical diagnostics. It catalogs genetic variants and their associated diseases, aiding in understanding the molecular basis of inherited disorders.",https://portal.biobase-international.com/hgmd/pro/start.php
Human Phenotype Ontology (HPO),"A standardized vocabulary and ontology of phenotypic abnormalities associated with human diseases, facilitating the annotation and analysis of clinical phenotypes.",https://hpo.jax.org/app/
JASPAR," JASPAR is an open-access database of curated, non-redundant transcription factor binding profiles. It provides position frequency matrices (PFMs) that represent the DNA binding preferences of transcription factors, which can be used for predicting regulatory regions and understanding gene regulation mechanisms.",https://jaspar2020.genereg.net/collection/core/
Leiden Open Variation Database (LOVD),"A platform for the collection and sharing of genetic variants and associated phenotypes, supporting genotype-phenotype correlation studies.",https://www.lovd.nl/
MAKER,"MAKER is a genome annotation pipeline designed to produce high-quality gene annotations by integrating various data sources, including ab initio gene predictions, protein and transcript alignments, and repeat masking. MAKER iteratively improves annotations and is suitable for annotating both well-studied and novel genomes.",https://hpc.nih.gov/apps/MAKER.html
MatchMaker Exchange,"A network that enables sharing and matching of rare disease genetic and phenotypic data across multiple databases and institutions, facilitating diagnoses and research collaborations.",https://www.matchmakerexchange.org/
MC-Fold and MC-Sym," MC-Fold and MC-Sym are complementary tools for RNA structure prediction. MC-Fold predicts RNA secondary structures using a modular approach, while MC-Sym generates 3D models of RNA structures based on the secondary structures predicted by MC-Fold. Together, they provide a comprehensive framework for RNA structure prediction from sequence to 3D model.
",https://www.major.iric.ca/MC-Fold/
MedlinePlus Genetics,"A resource that provides consumer-friendly information on genetics, genetic conditions, and genetic testing, supporting health education and awareness.",https://medlineplus.gov/genetics/
MFold,"MFold is a web-based tool for predicting the secondary structure of single-stranded nucleic acids, such as RNA and DNA. It uses thermodynamic models to predict the most stable secondary structures based on free energy minimization, providing insights into the folding and stability of RNA molecules.",https://bio.tools/mfold
Mitochondrial Disease Sequence Data Resource (MSeqDR),"A specialized database that focuses on mitochondrial DNA variations associated with mitochondrial diseases, facilitating research and diagnosis.",https://mseqdr.org/
Monarch Initiative,An integrated platform that connects genotype and phenotype data to aid in the understanding and diagnosis of rare diseases.,https://monarchinitiative.org/
MutationTaster," MutationTaster is a comprehensive tool for the prediction of the functional effects of sequence alterations, including amino acid substitutions, intronic and synonymous variants, and indels. It integrates information from various databases and prediction tools to assess the potential pathogenicity of mutations. MutationTaster is often used in clinical genetics and research to identify and interpret disease-causingÂ variants.",https://www.mutationtaster.org/
MyGene2,"An online portal that connects families with rare genetic conditions to researchers studying similar genes or variants, promoting collaboration and discovery.",https://www.mygene2.org/
National Human Genome Research Institute (NHGRI,": A research institute that focuses on advancing understanding of the human genome and its role in health and disease, supporting genomics research and education.",https://www.genome.gov/
National Organization for Rare Disorders (NORD),"An advocacy organization that provides information and resources for rare diseases, supporting patients, families, and researchers.",https://rarediseases.org/
OMIM (Online Mendelian Inheritance in Man),"A comprehensive database of human genes and genetic disorders, providing detailed information on gene-disease relationships.",https://omim.org/
Online Mendelian Inheritance in Animals (OMIA,"is a comprehensive database that provides information on inherited disorders and traits in various animal species. It catalogs genetic mutations, phenotypic descriptions, and associated references, aiding researchers and veterinarians in understanding and managing genetic conditions in animals.",https://omia.org/
Online Mendelian Inheritance in Animals (OMIA),"A database of inherited disorders in animals, providing information on genetic conditions and associated genes across various species.",https://omia.org/
Online Mendelian Inheritance in Man (OMIM),"A comprehensive database of human genes and genetic disorders, providing detailed information on gene-disease relationships.",https://omim.org/
Orphanet,"A reference resource on rare diseases and orphan drugs, offering information on epidemiology, clinical features, and genetic aspects of rare diseases.",https://www.orpha.net/
Orphanet,"A reference resource on rare diseases and orphan drugs, offering information on epidemiology, clinical features, and genetic aspects of rare diseases.",https://www.orpha.net/
PASA (Program to Assemble Spliced Alignments),"PASA is a software package that assembles spliced alignments of expressed sequences (ESTs and RNA-Seq) to produce accurate gene structure annotations. It refines existing annotations and can also identify new genes and alternatively spliced isoforms, providing a comprehensive view of the transcriptome.",https://bio.tools/PASA
PhenomeCentra,"A platform for sharing and analyzing phenotypic and genotypic data of rare diseases, facilitating collaboration and discovery.",https://phenomecentral.org/
PhenomeCentral,"A data-sharing platform for rare disease phenotypes, allowing researchers to share and analyze patient phenotype information to improve diagnostics and research",https://phenomecentral.org/
Phenotypic Overlap through Rare Disease (PhenomeNET),A computational framework that integrates phenotype data to identify overlapping features and potential disease relationships among rare disorders.,http://phenomenet.org/
PolyPhen-2 (Polymorphism Phenotyping v2),"PolyPhen-2 is a tool for predicting the potential impact of amino acid substitutions on the structure and function of proteins. It uses a combination of sequence-based and structure-based features to classify variants as benign, possibly damaging, or probably damaging. PolyPhen-2 is commonly used in the analysis of human genetic variants to assess their potential involvement in disease.",https://bio.tools/polyphen-2
Rare Disease Foundation,"An organization that supports families affected by rare diseases through research, education, and community-building initiatives",https://rarediseasefoundation.org/
Rare Disease Ontology (RDO),"An ontology that organizes and standardizes terms and concepts related to rare diseases, facilitating data integration and interoperability.",https://rdo.radboudumc.nl/
Rare Disease Registry Framework (RaDaR),"A framework that facilitates the creation and management of rare disease patient registries, enabling data sharing and research collaboration.",https://rarediseases.org/for-patients-and-families/information-resources/rare-disease-registries/
Rare Diseases Models and Mechanisms Network (RDMM),A research network that focuses on developing and sharing animal models for rare genetic diseases to enhance understanding and treatment development.,https://www.rdm-mn.uio.no/
Registry of Rare Diseases Information Specialists (ORDIS),"A registry of rare disease information specialists, providing access to experts who can assist patients, families, and healthcare professionals with rare disease-related inquiries",https://www.orpha.net/consor/cgi-bin/index.php
Rfam and Infernal,"Rfam is a database of RNA families, each represented by multiple sequence alignments and covariance models (CMs). Infernal (INFERence of RNA ALignment) is a software package used to search sequence databases for RNA homologs and to annotate RNA sequences based on Rfam models. Together, they help identify and classify non-coding RNAs in genomic sequences.",https://docs.rfam.org/en/latest/genome-annotation.html
RNAComposer," RNAComposer is an automated tool for RNA 3D structure prediction. It generates three-dimensional models of RNA molecules from their secondary structures using a knowledge-based approach, facilitating the study of RNA folding and interactions.",https://rnacomposer.cs.put.poznan.pl/
RNAfold,"RNAfold is part of the ViennaRNA package and is used to predict RNA secondary structures based on minimum free energy (MFE). It calculates the most stable structures and base pair probabilities, helping researchers understand RNA folding dynamics and stability.",https://www.tbi.univie.ac.at/RNA/RNAfold.1.html
RNAstructure,"RNAstructure is a software suite for RNA secondary structure prediction and analysis. It offers tools for predicting folding structures, calculating free energy changes, and identifying conserved structural motifs. It uses dynamic programming algorithms to predict the most stable secondary structures.",http://www.scfbio-iitd.res.in/software/drugdesign/bdna.jsp
Rosetta for RNA,"Rosetta for RNA is a module within the Rosetta suite specifically designed for modeling RNA structures. It uses fragment-based assembly and energy minimization techniques to predict accurate RNA tertiary structures, helping researchers explore RNA folding, docking, and design.",https://www.rosettacommons.org/docs/latest/application_documentation/rna/RNA-tools
SAMtools,"SAMtools is a suite of programs for interacting with high-throughput sequencing data. It is used for viewing, sorting, merging, and indexing SAM (Sequence Alignment/Map) and BAM (Binary Alignment/Map) files. SAMtools also provides utilities for variant calling, enabling researchers to analyze sequence alignments and perform tasks such as filtering and extracting data from large sequencing datasets.",https://www.htslib.org/
SIFT (Sorting Intolerant From Tolerant)," SIFT is a tool used to predict the impact of amino acid substitutions on protein function. It analyzes the degree of conservation of amino acid residues in sequence alignments and predicts whether a substitution will be deleterious or tolerated. SIFT is useful for annotating and prioritizing genetic variants, particularly in the context of disease-related research.
",https://bio.tools/sift
Simons Searchlight,"A research initiative focused on understanding genetic disorders associated with intellectual and developmental disabilities, fostering research collaboration and participant engagement.",https://www.simonssearchlight.org/
SimRNA,"  SimRNA is a computational tool for RNA 3D structure prediction and simulation. It uses a coarse-grained model to simulate RNA folding pathways and generate 3D structures, allowing researchers to study RNA dynamics and structural transitions.",https://genesilico.pl/software/stand-alone/simrna
SNAP,"SNAP (Semi-HMM-based Nucleic Acid Parser) is an ab initio gene prediction program that identifies genes in genomic DNA sequences. It uses a hidden Markov model (HMM) to predict exons, introns, and complete gene structures. SNAP is often used in combination with other annotation tools to enhance gene predictionÂ accuracy.",https://bio.tools/snap
The Genome Aggregation Database (gnomAD),"A resource that aggregates and provides population-scale genetic variation data from exome and genome sequencing, aiding in the interpretation of genetic variants",https://gnomad.broadinstitute.org/
Variant Interpretation of Rare Genetic Diseases (VIRGo),A platform that integrates genomic and phenotypic data to aid in the interpretation of genetic variants associated with rare diseases.,http://www.vir-go.org/
AutoDock,"A molecular docking software used for predicting and analyzing protein-ligand interactions, aiding in virtual screening and drug design",http://autodock.scripps.edu/
BEAST (Bayesian Evolutionary Analysis Sampling Trees), a tool for Bayesian phylogenetic analysis and molecular dating.,https://www.beast2.org/
BEDOPS,A collection of tools for manipulating and analyzing genomic intervals in BED format,https://bedops.readthedocs.io/
BEDTools,"a collection of tools for manipulating genomic features, such as intersecting, merging, and comparing genomic intervals",https://bedtools.readthedocs.io/
Bioclipse,"an open-source platform for visualizing, analyzing, and modeling biological data, with built-in functionality for cheminformatics and bioinformatics.",http://www.bioclipse.net/
Bioconductor,a collection of R packages for bioinformatics and computational biology analysis.,https://www.bioconductor.org/
BioJava ,"a Java library for bioinformatics, offering functionality for sequence analysis, structure analysis, and data manipulation. ",https://biojava.org/
Biopython,"a Python library for bioinformatics, providing tools and modules for sequence analysis, file parsing, and data manipulation. ",https://biopython.org/
BLAST (Basic Local Alignment Search Tool),a widely used tool for comparing nucleotide or protein sequences against a database of known sequences,https://blast.ncbi.nlm.nih.gov/Blast.cgi
Bowtie,A short-read aligner for mapping sequencing reads to a reference genome.,http://bowtie-bio.sourceforge.net/
BRAKER2,BRAKER (Gene prediction in BRAchtome and genoME assemblies with RNA-Seq data) is a bioinformatics tool used for gene prediction in genomes by integrating RNA sequencing (RNA-seq) data. It is particularly designed for eukaryotic organisms where gene prediction can be challenging due to complex gene structures and alternative splicing events,https://www.bioinf.uni-greifswald.de/bioinf/braker/
BWA (Burrows-Wheeler Aligner),A widely-used tool for aligning sequencing reads against a reference genome,http://bio-bwa.sourceforge.net/
ChimeraX ,a molecular visualization and analysis software for exploring 3D structures of macromolecules and molecular complexes.,https://www.cgl.ucsf.edu/chimerax/
Clustal OMEGA,"Its more recent version of CLUSTAL. It is a complete redesign of CLUSTAL algorithm that significantly improves alignment speed and results as it uses “divide and conquer” approach, where sequence is split into smaller subsets and aligned independently before merging the alignments. It also incorporates HMM to improve accuracy",https://www.ebi.ac.uk/Tools/msa/clustalo/
ClustalW,"a tool for multiple sequence alignment, used to identify conserved regions in DNA or protein sequences.",http://www.clustal.org/
Cufflinks,A suite of tools for transcriptome assembly and differential expression analysis from RNA-Seq data.,http://cole-trapnell-lab.github.io/cufflinks/
Cytoscape,"a powerful software for visualizing and analyzing molecular interaction networks, including protein-protein interactions and signaling pathways",https://cytoscape.org/
DESeq2,A widely-used tool for differential gene expression analysis from RNA-Seq data.,http://bioconductor.org/packages/release/bioc/html/DESeq2.html
edgeR,A bioinformatics tool for differential gene expression analysis based on RNA-Seq data.,https://bioconductor.org/packages/release/bioc/html/edgeR.html
EMBOSS (European Molecular Biology Open Software Suite),a collection of command-line tools for molecular biology sequence analysis and manipulation.,http://emboss.sourceforge.net/
FastQC, a quality control tool for evaluating the quality of high-throughput sequencing data,https://www.bioinformatics.babraham.ac.uk/projects/fastqc/
Galaxy,"a web-based platform for data-intensive biomedical research, providing a wide range of tools and workflows",https://usegalaxy.org/
GATK (Genome Analysis Toolkit),"a software package for analyzing high-throughput DNA sequencing data, particularly for variant discovery and genotyping",https://gatk.broadinstitute.org/
GeneMark-ES,the GeneMark-ES algorithm that identifies protein coding genes in eukaryotic genomes. This is the only eukaryotic gene finder that can perform gene prediction without curated training sets,http://exon.gatech.edu/GeneMark/
GeneMark.hmm,"The GeneMarkS implementation uses an improved version of the gene finding program GeneMark.hmm, heuristic Markov models of coding and non-coding regions and the Gibbs sampling multiple alignment program.",http://opal.biology.gatech.edu/GeneMark/
GeneMarkS,"The new gene prediction method, called GeneMarkS, utilizes a non-supervised training procedure and can be used for a newly sequenced prokaryotic genome with no prior knowledge of any protein or rRNA genes.",http://exon.gatech.edu/GeneMark/
GENESCAN,GeneScan is another gene prediction tool that uses a different approach known as the Hidden Markov Model (HMM). It is designed to identify potential protein-coding genes based on characteristic signals and patterns in genomic sequences,http://genes.mit.edu/GENSCAN.html
GOLD (Genetic Optimization for Ligand Docking,A widely-used molecular docking software that performs docking simulations to predict protein-ligand binding affinities.,https://www.ccdc.cam.ac.uk/solutions/csd-discovery/components/gold/
HHpred,A tool that predicts protein structure and function by combining profile hidden Markov models and homology detection methods. It can identify distant homologs and provide insights into protein structure and functional annotations,https://toolkit.tuebingen.mpg.de/tools/hhpred
HMMER,a tool for searching sequence databases using profile hidden Markov models (HMMs). It is widely used for protein sequence analysis,http://hmmer.org/
I-TASSER,"A widely used tool for protein structure prediction. It combines template-based modeling, ab initio modeling, and structural refinement methods to generate 3D protein models. ",https://zhanglab.ccmb.med.umich.edu/I-TASSER/
IGV (Integrative Genomics Viewer," a tool for visualizing and exploring genomic data, including alignments, variants, and expression levels",http://software.broadinstitute.org/software/igv/
iTOL,"iTOL (Interactive Tree Of Life) is a web-based tool for the visualization, annotation, and customization of phylogenetic trees and other hierarchical data. It allows researchers to explore and interact with tree structures, annotate them with additional information, and customize their appearance",https://itol.embl.de/
MEME (Multiple Expectation-Maximization for Motif Elicitation), a tool for motif discovery in DNA or protein sequences,http://meme-suite.org/tools/meme
Modeller," A tool for comparative protein structure modeling, which generates 3D models by aligning the target protein sequence to known protein structures. It employs satisfaction of spatial restraints and optimization algorithms to refine the models.",https://salilab.org/modeller/
MOE (Molecular Operating Environment),"A comprehensive suite of tools for drug discovery, including molecular docking, virtual screening, and structure-based design.",https://www.chemcomp.com/
Mothur,"a bioinformatics tool for analyzing microbial ecology data, particularly for analyzing 16S rRNA gene ",https://www.mothur.org/
MUSCLE (Multiple Sequence Comparison by Log-Expectation)," a fast tool for multiple sequence alignment, often used for large-scale sequence comparisons",https://www.drive5.com/muscle/
NCBI Entrez Utilities,a collection of command-line tools for accessing and retrieving data from the NCBI databas,https://www.ncbi.nlm.nih.gov/home/tools/
PEP-FOLD,"A tool for de novo protein structure prediction, specifically for small peptides and protein fragments. It uses an original algorithm based on fragment assembly simulations to generate 3D models",http://bioserv.rpbs.univ-paris-diderot.fr/PEP-FOLD3/
Phyre2,A web-based tool for protein structure prediction that combines homology modeling and ab initio methods. It uses advanced algorithms to generate accurate 3D models based on sequence similarity and structural constraints,http://www.sbg.bio.ic.ac.uk/phyre2/
Picard,A set of command-line tools for manipulating and analyzing high-throughput sequencing data in SAM/BAM format,https://broadinstitute.github.io/picard/
PyMOL,"a molecular visualization system used for visualizing 3D structures of proteins, nucleic acids, and small molecules",https://pymol.org/
QUARK,A tool for ab initio protein structure prediction that employs fragment assembly and iterative optimization algorithms. It generates 3D models without relying on template structures and can handle large proteins,http://zhanglab.ccmb.med.umich.edu/QUARK/
RaptorX,"A tool for protein structure prediction that integrates template-based modeling, alignment quality assessment, and model refinement algorithms. It utilizes deep learning techniques and advanced algorithms to improve prediction accuracy",http://raptorx.uchicago.edu/
RAST,"RAST (Rapid Annotation using Subsystem Technology) is a bioinformatics tool and platform used for the annotation and analysis of microbial genomes. It is designed to provide automated and high-throughput genome annotation, allowing researchers to analyse the functional potential of microbial genomes",https://rast.nmpdr.org/
Rossetta,"A versatile suite of algorithms for protein structure prediction, refinement, and design. It combines knowledge-based and ab initio methods to generate accurate 3D models and perform protein structure optimization. ",https://www.rosettacommons.org/
Samtools,"A suite of tools for manipulating and analyzing SAM/BAM format files, commonly used in next-generation sequencing data analysis",http://www.htslib.org/
Schrödinger Suite,"A collection of software tools for structure-based drug design, including molecular docking, virtual screening, and molecular dynamics simulations",https://www.schrodinger.com/
SPAdes,a genome assembly tool for assembling short reads into longer contigs or scaffolds,http://cab.spbu.ru/software/spades/
STRING,STRING (Search Tool for the Retrieval of Interacting Genes/Proteins) is a bioinformatics resource and database that focuses on protein-protein interactions (PPIs) and functional associations between proteins. It integrates and provides comprehensive information about known and predicted protein interactions from various sources,https://string-db.org/
SWISS MODEL,"A popular tool for homology modeling, which predicts the 3D structure of a protein based on its similarity to experimentally determined protein structures. It utilizes comparative modeling techniques and a large database of protein structures.",https://swissmodel.expasy.org/
TopHat,"a tool for aligning RNA-Seq reads to a reference genome, often used in transcriptome analysis.",https://ccb.jhu.edu/software/tophat/
TopHat,A popular RNA-Seq alignment tool that aligns reads to a reference genome and detects splice junctions.,http://ccb.jhu.edu/software/tophat/index.shtml
Velvet,A de novo genome assembly tool optimized for short-read sequencing data.,https://www.ebi.ac.uk/~zerbino/velvet/
ViennaRNA Package,"a collection of tools for predicting RNA secondary structures, RNA folding energies, and RNA-RNA interactions",https://www.tbi.univie.ac.at/RNA/
